"price","rating_count_tot","user_rating","cont_rating","prime_genre"
0,0,0,"4+","Finance"
3.99,2279,4.5,"4+","Productivity"
0,129,4.5,"4+","Games"
0,806,4.5,"4+","Games"
0,1976,4.5,"4+","Games"
1.99,5508,4.5,"9+","Games"
3.99,43,4,"4+","Games"
5.99,0,0,"4+","Business"
0,1627,4.5,"4+","Games"
0,150,4.5,"4+","Music"
0,0,0,"17+","News"
0,20,1.5,"4+","Games"
0,247,4,"4+","Sports"
0,0,0,"12+","Games"
0,19776,4.5,"9+","Games"
0,914,4.5,"4+","Games"
3.99,336,4.5,"4+","Education"
0,1601,4.5,"4+","Health & Fitness"
0,430,4.5,"9+","Games"
0,0,0,"4+","Games"
4.99,452,4.5,"9+","Games"
1.99,560,4,"4+","Games"
0,2102,2.5,"4+","Games"
2.99,0,0,"4+","Health & Fitness"
2.99,1872,4.5,"4+","Photo & Video"
6.99,1032,3.5,"4+","Utilities"
0,1538,4,"12+","Social Networking"
0.99,0,0,"17+","Music"
0,199,4,"9+","Games"
0,23,4.5,"4+","Shopping"
0,4903,4.5,"4+","Games"
29.99,338,4.5,"4+","Music"
2.99,399,5,"4+","Games"
0.99,813,4.5,"4+","Productivity"
0,1,1,"4+","Social Networking"
2.99,14,3,"4+","Games"
0,1498,4,"9+","Games"
0,1253,4,"12+","Games"
0,3116,4.5,"9+","Shopping"
0,213,3.5,"4+","Catalogs"
0,1,5,"4+","Games"
0,7969,4.5,"9+","Games"
2.99,335,4.5,"12+","Games"
0,1,1,"9+","Games"
0,9,4,"4+","Education"
0,12616,4.5,"4+","Photo & Video"
2.99,117,4,"12+","Games"
0,40446,4,"4+","Games"
9.99,228,3,"4+","Utilities"
1.99,917,4.5,"4+","Games"
0.99,135,4.5,"4+","Games"
0,0,0,"4+","Games"
0,0,0,"4+","Games"
0,108,3.5,"9+","Games"
0,1,5,"9+","Games"
0,2528,4.5,"4+","Productivity"
6.99,130,4.5,"4+","Photo & Video"
0,599,4.5,"9+","Games"
0,5697,4.5,"4+","Games"
0,325,3.5,"4+","Games"
0,249,4.5,"4+","Games"
0,36414,4.5,"9+","Games"
4.99,3035,4,"12+","Games"
0,1944,4,"4+","Games"
0,737,3.5,"12+","Games"
0.99,1892,4.5,"9+","Games"
0,3248,4.5,"4+","Games"
3.99,184,4.5,"9+","Games"
0,16116,4.5,"17+","Games"
0,6,5,"12+","Medical"
0.99,978,4.5,"12+","Games"
0,41,4,"4+","Games"
0,3634,4,"17+","Games"
0,694,4.5,"4+","Games"
2.99,80,4,"4+","Entertainment"
0,5655,4.5,"4+","Games"
1.99,553,4,"4+","Games"
3.99,148,4.5,"4+","Games"
0,4919,4.5,"9+","Games"
0,320,3.5,"9+","Music"
3.99,431,4.5,"9+","Games"
14.99,27,4,"4+","Music"
1.99,253,1.5,"17+","Utilities"
0,21016,4.5,"17+","Games"
0.99,2318,4.5,"4+","Games"
0,2232,4.5,"4+","Games"
0,2496,4.5,"4+","Music"
0.99,18,2.5,"9+","Games"
2.99,444,4,"4+","Games"
4.99,85,4.5,"4+","Education"
0,3960,4,"12+","Games"
0,7477,2.5,"17+","Entertainment"
4.99,6431,5,"9+","Games"
2.99,31,4.5,"4+","Education"
0,785,4.5,"9+","Games"
4.99,88,3,"9+","Games"
0,115,4.5,"17+","Games"
0,5645,4,"4+","Games"
3.99,169,4.5,"12+","Games"
2.99,13,3.5,"4+","Education"
0,18821,4.5,"4+","Games"
3.99,719,4,"4+","Games"
0,0,0,"4+","Utilities"
19.99,651,4.5,"4+","Productivity"
0,9,3,"4+","Games"
1.99,97,4,"4+","Photo & Video"
0,0,0,"12+","Games"
0,6,4.5,"4+","Education"
0,968,4.5,"4+","Games"
0,4371,4.5,"4+","Games"
2.99,1580,5,"12+","Games"
0,149,4,"9+","Games"
0,6062,3.5,"4+","Social Networking"
0,32020,5,"4+","Games"
0,2091,4.5,"4+","Games"
0,555,4,"12+","Music"
2.99,447,3,"4+","Games"
0,520,4,"4+","Lifestyle"
0,3987,4.5,"4+","Photo & Video"
0,11,3.5,"12+","Shopping"
0,29475,4.5,"4+","Games"
2.99,9876,4.5,"12+","Games"
0,4547,4,"4+","Education"
0,0,0,"4+","Games"
0,435,4.5,"4+","Games"
2.99,22,2,"4+","Health & Fitness"
3.99,31,5,"12+","Games"
0,7486,4,"4+","Games"
0,173,4.5,"4+","Games"
0.99,34,4.5,"4+","Productivity"
0.99,1554,4.5,"9+","Games"
0,109,4.5,"12+","Games"
4.99,17,4.5,"12+","Games"
0,2069,4.5,"17+","Photo & Video"
1.99,34,4,"4+","Photo & Video"
0,18037,4.5,"4+","Games"
0,9517,4.5,"12+","Games"
0,12,3.5,"17+","Book"
0,0,0,"9+","Games"
4.99,515,5,"12+","Games"
0,0,0,"17+","Sports"
0,19,1.5,"9+","Games"
0.99,116,5,"4+","Games"
0,1,3,"9+","Entertainment"
1.99,116,4.5,"12+","Games"
0,11,4.5,"12+","Games"
0,7429,4.5,"9+","Games"
1.99,1410,4.5,"9+","Games"
0,28216,4,"4+","Games"
2.99,0,0,"4+","Education"
0,60,4,"4+","Games"
4.99,329,2.5,"4+","Entertainment"
0,315,3.5,"17+","Utilities"
9.99,306,5,"4+","Music"
0,1773,4.5,"4+","Games"
0,0,0,"4+","Food & Drink"
0,265,4.5,"4+","Games"
8.99,153,4,"4+","Music"
0,0,0,"4+","Health & Fitness"
0,539,4.5,"4+","Games"
0,392,4,"4+","Book"
0,76,3.5,"9+","Games"
0,83,2.5,"4+","Utilities"
0,1938,4,"12+","Games"
12.99,0,0,"12+","Games"
4.99,2277,4.5,"9+","Games"
0.99,1886,5,"9+","Games"
0,493,3.5,"4+","Games"
0,18,4.5,"17+","Entertainment"
0.99,69,4.5,"4+","Lifestyle"
0,1047,4.5,"9+","Games"
0,0,0,"4+","Food & Drink"
2.99,39,4,"4+","Games"
3.99,42,3.5,"4+","Entertainment"
1.99,53,3,"4+","Utilities"
0.99,106,3,"17+","Social Networking"
0,87,4,"12+","Games"
4.99,171,4.5,"12+","Games"
4.99,235,4,"12+","Games"
3.99,33,3.5,"4+","Music"
0,23,4,"17+","Lifestyle"
4.99,1976,4.5,"4+","Business"
0,8596,4.5,"17+","Games"
0,33808,4,"4+","Games"
0,828,4.5,"4+","Productivity"
0,147,4,"17+","Social Networking"
0.99,1094,4.5,"9+","Games"
0,28754,4.5,"4+","Games"
0,7,4.5,"17+","Utilities"
0,6841,4.5,"9+","Games"
0,27750,5,"17+","Utilities"
0.99,0,0,"4+","Games"
9.99,0,0,"4+","Education"
0.99,29,4,"4+","Photo & Video"
0,22444,4.5,"17+","Games"
4.99,1510,3.5,"4+","Games"
0,6379,4.5,"4+","Games"
0,23735,4.5,"4+","Games"
0,10159,5,"12+","Games"
0.99,1331,4.5,"9+","Games"
0,0,0,"12+","Reference"
0,1018,4,"9+","Games"
3.99,510,4.5,"12+","Games"
3.99,715,4.5,"9+","Games"
3.99,110,4,"9+","Games"
3.99,1187,5,"4+","Food & Drink"
0,1934,4.5,"4+","Games"
2.99,64,4,"12+","Games"
0,0,0,"4+","Games"
0,5,4.5,"12+","Games"
0.99,1,5,"9+","Games"
9.99,439,5,"12+","Games"
2.99,118,4.5,"17+","Health & Fitness"
4.99,756,4,"9+","Games"
0,0,0,"12+","Games"
0.99,24,1.5,"4+","Photo & Video"
4.99,380,3.5,"9+","Games"
0,78412,4.5,"4+","Games"
0,7527,5,"12+","Games"
0,899,4.5,"9+","Games"
0.99,100,3.5,"4+","Games"
0,2922,4.5,"12+","Games"
0,464,4.5,"4+","Business"
14.99,2523,4.5,"17+","Games"
0,1902,4,"4+","Games"
0.99,244,4,"4+","Games"
0.99,60,4,"4+","Games"
1.99,21347,4.5,"9+","Games"
0,0,0,"4+","Finance"
0,0,0,"17+","Finance"
0.99,1,5,"12+","Games"
0.99,115,4.5,"17+","Games"
2.99,545,4.5,"9+","Games"
2.99,823,4.5,"4+","Games"
0.99,381,4.5,"12+","Games"
0,0,0,"4+","Navigation"
0,602,3.5,"9+","Games"
1.99,115,4,"4+","Photo & Video"
0.99,14,4.5,"12+","Games"
0.99,3093,4.5,"9+","Games"
0,277,5,"4+","Games"
0,10,3.5,"4+","Finance"
0,24,3.5,"17+","Sports"
0,71,3.5,"12+","Games"
0,144,3,"4+","Games"
1.99,11,3.5,"4+","Photo & Video"
0,4736,5,"4+","Productivity"
2.99,92,4.5,"12+","Games"
0,26,3,"9+","Games"
0,6325,4,"12+","Games"
0,505,4.5,"4+","Games"
0.99,15,4.5,"4+","Games"
0,0,0,"12+","Games"
0.99,7,4.5,"4+","Education"
0.99,27,4,"12+","Games"
0.99,25,5,"4+","Games"
0,952,4,"12+","Games"
0,142,4,"12+","Health & Fitness"
0,7,4.5,"12+","Games"
4.99,0,0,"4+","Navigation"
0,1619,4.5,"4+","Games"
0,2912,5,"4+","Games"
0,9152,4.5,"4+","Social Networking"
0,1142,4.5,"4+","Games"
0.99,165,3,"4+","Games"
2.99,75,4.5,"4+","Education"
0,604,4.5,"17+","Games"
0,11977,4.5,"4+","Photo & Video"
0,20064,4.5,"12+","Games"
0,38424,4.5,"12+","Shopping"
0,0,0,"4+","Weather"
0,2901,5,"4+","Health & Fitness"
0,6,4.5,"12+","Games"
0,0,0,"17+","Lifestyle"
0,1047,4,"12+","Music"
0,30,2.5,"12+","Games"
0.99,2,3,"4+","Games"
0,3594,4,"4+","Games"
0,1204,5,"9+","Games"
0.99,206,4.5,"9+","Games"
1.99,0,0,"4+","Education"
0,1395,4.5,"4+","Education"
0,546,4,"4+","Entertainment"
0,2246,4.5,"4+","Photo & Video"
0,0,0,"4+","Games"
0,0,0,"12+","Games"
0,0,0,"4+","Games"
2.99,3571,4.5,"4+","Education"
0,0,0,"17+","Finance"
0,41,4,"4+","Games"
0.99,721,4,"9+","Games"
0,19,3,"17+","Social Networking"
0.99,8,4,"9+","Games"
0,14673,4.5,"4+","Games"
0,572,4.5,"4+","Games"
0,5,4,"17+","Games"
0,0,0,"12+","Games"
0,0,0,"4+","Utilities"
0,3180,4.5,"9+","Games"
0,353,3.5,"4+","Travel"
0,0,0,"4+","Games"
0,4638,4.5,"9+","Games"
0,0,0,"17+","Entertainment"
3.99,0,0,"4+","Games"
2.99,1010,4,"12+","Games"
4.99,1085,4,"4+","Productivity"
3.99,1014,4.5,"4+","Health & Fitness"
9.99,454,4,"4+","Music"
1.99,0,0,"4+","Productivity"
0,392,4.5,"4+","Business"
2.99,114,4,"4+","Games"
0,2619,3.5,"17+","Utilities"
0,121,3.5,"12+","Entertainment"
1.99,77,4.5,"4+","Games"
0,7197,4,"9+","Games"
0,3000,4,"9+","Games"
1.99,99,4.5,"4+","Photo & Video"
0,444,4.5,"4+","Games"
3.99,198,4.5,"4+","Photo & Video"
0,3375,4.5,"4+","Games"
0,398,3.5,"17+","Social Networking"
0,199396,4.5,"12+","Games"
0,37,2,"4+","News"
0,11955,4.5,"4+","Photo & Video"
1.99,1364,4.5,"9+","Games"
0,2535,4,"12+","Social Networking"
0,809,4.5,"4+","Entertainment"
0.99,288,4,"4+","Games"
2.99,14,5,"4+","Photo & Video"
1.99,23,1.5,"4+","Utilities"
0,126,4,"17+","Games"
1.99,180,3.5,"4+","Health & Fitness"
3.99,43,4.5,"4+","Education"
0,3232,4.5,"4+","Social Networking"
0.99,8,4,"4+","Photo & Video"
4.99,2637,4.5,"4+","Games"
0,3092,4,"12+","Games"
3.99,37,4.5,"4+","Games"
0,8557,4.5,"4+","Games"
0,38,4,"4+","Games"
0,2092,5,"4+","Photo & Video"
9.99,271,4.5,"12+","Games"
0,20812,4.5,"4+","Games"
0,12124,4.5,"17+","Games"
0,3491,4.5,"9+","Games"
0.99,12,4.5,"4+","Finance"
0,5,2.5,"17+","Lifestyle"
0,2224,4.5,"4+","Games"
4.99,808,4,"4+","Entertainment"
3.99,42,1,"4+","Entertainment"
0,1689,4.5,"4+","Games"
0,66,5,"12+","Entertainment"
0,0,0,"17+","Games"
4.99,1575,3.5,"4+","Productivity"
0,9,1,"4+","Games"
0,2523,4.5,"12+","Games"
4.99,134,4.5,"17+","Reference"
0,0,0,"4+","Health & Fitness"
0,79074,5,"4+","Games"
0,1210,4.5,"4+","Games"
0,1425,4.5,"4+","Games"
0,0,0,"12+","Photo & Video"
0,0,0,"4+","Lifestyle"
0,180,4,"12+","Social Networking"
0,604,3.5,"4+","Education"
0,330,3.5,"4+","Lifestyle"
2.99,70,4,"4+","Education"
2.99,30,3.5,"4+","Education"
4.99,262,4,"9+","Games"
0,3774,4.5,"4+","Games"
0,25683,5,"12+","Photo & Video"
0,1449,4.5,"4+","Games"
0,2288,5,"4+","Games"
0.99,71,4.5,"17+","Utilities"
0,790,2,"4+","Finance"
0,0,0,"4+","Travel"
0,201,4,"9+","Games"
0,176514,4.5,"9+","Games"
4.99,192,3.5,"12+","Games"
0,1214,2.5,"17+","Entertainment"
0,1428,4.5,"9+","Games"
0,191,4.5,"12+","Games"
3.99,21,3.5,"4+","Games"
0,111,4,"4+","Games"
0,1559,4,"9+","Games"
0,1,4,"4+","Games"
0,15,3,"12+","News"
5.99,100,3.5,"12+","Games"
2.99,9,3.5,"4+","Games"
0,281,3.5,"4+","Social Networking"
0,12779,5,"4+","Photo & Video"
0.99,224,3,"17+","Games"
4.99,517,4.5,"9+","Games"
0,212,4.5,"4+","Games"
0,0,0,"17+","Games"
1.99,70,3,"4+","Entertainment"
0,2088,4.5,"9+","Games"
2.99,124,4.5,"9+","Games"
2.99,94,4.5,"4+","Productivity"
4.99,99,4,"17+","Games"
0,0,0,"12+","Book"
0,2005,4.5,"4+","Games"
0,3874,4.5,"4+","Games"
0,35,4.5,"12+","Social Networking"
0.99,0,0,"4+","Entertainment"
0,733,4.5,"9+","Games"
0,377,4.5,"12+","Games"
0,1198,5,"17+","Medical"
3.99,1,4,"4+","Games"
0,238,3.5,"12+","Games"
0,3173,5,"4+","Shopping"
0.99,0,0,"12+","Games"
0,0,0,"4+","Health & Fitness"
0,3537,4.5,"4+","Games"
0,7,1.5,"4+","Games"
0.99,16,4.5,"4+","Games"
19.99,52,4,"4+","Music"
1.99,361,4,"4+","Games"
0,3,3.5,"4+","Games"
0,730,4.5,"12+","Games"
0,0,0,"12+","Book"
0,0,0,"4+","Games"
2.99,138,4,"9+","Games"
1.99,255,4.5,"9+","Games"
0,960,5,"4+","Health & Fitness"
0,1666,4.5,"4+","Games"
0.99,14,3.5,"4+","Games"
0,16305,4.5,"9+","Games"
2.99,49,3.5,"4+","Education"
0,8,4,"4+","Utilities"
2.99,181,4.5,"4+","Games"
0.99,53,4.5,"9+","Games"
0,392,4,"4+","Games"
2.99,141,4,"4+","Education"
2.99,173,4,"4+","Education"
2.99,200,4.5,"12+","Games"
0,4721,4,"12+","Games"
0,20621,4,"9+","Games"
0,6051,4.5,"4+","Games"
0,227,5,"17+","Entertainment"
0,1702,4.5,"12+","Food & Drink"
0.99,4,5,"9+","Games"
2.99,76,3.5,"4+","Games"
2.99,1,5,"4+","Education"
0,1354,4.5,"4+","Games"
0,1593,4.5,"4+","Games"
2.99,152,4.5,"9+","Games"
0,878,4.5,"9+","Games"
0,0,0,"4+","Games"
0,23015,4.5,"4+","Games"
1.99,29,3,"4+","Education"
0,23,2.5,"4+","Shopping"
0,0,0,"4+","Games"
0,490,2.5,"4+","Lifestyle"
4.99,379,4,"9+","Games"
0,3250,4,"4+","Games"
2.99,32,4.5,"4+","Games"
3.99,278,4.5,"4+","Games"
0,4815,4.5,"12+","Games"
0,425,4,"4+","Games"
0,25,4,"4+","Games"
0,1105,4.5,"4+","Games"
4.99,23,4.5,"4+","Games"
0,352,4,"12+","Games"
0,26990,4.5,"9+","Games"
0.99,2737,4.5,"9+","Games"
0,14,4.5,"4+","Reference"
1.99,628,2,"4+","Utilities"
3.99,43,4.5,"4+","Book"
0,5469,4.5,"4+","Games"
0,7072,4.5,"12+","Games"
0,148,4,"4+","Games"
0,105,3,"4+","Entertainment"
0,0,0,"4+","Catalogs"
0,91,4,"4+","Education"
1.99,1838,5,"4+","Games"
0,11,5,"4+","Business"
7.99,26,5,"4+","Education"
0,1235,4.5,"12+","Games"
4.99,497,4.5,"9+","Games"
0,54,4.5,"9+","Games"
1.99,33,3.5,"17+","Sports"
3.99,448,2,"4+","Health & Fitness"
0,4104,4.5,"4+","Games"
1.99,13,3,"4+","Entertainment"
0,2554,4.5,"4+","Games"
0,3757,4.5,"12+","Games"
8.99,451,4,"4+","Games"
0,5717,4.5,"12+","Games"
0.99,0,0,"9+","Games"
1.99,11,3.5,"4+","Games"
0,8922,4.5,"4+","Games"
0,0,0,"4+","Games"
0,1245,4,"9+","Games"
3.99,898,4.5,"9+","Games"
0,837,4,"9+","Games"
2.99,41,4.5,"9+","Games"
1.99,333,4.5,"4+","Games"
0,1050,4.5,"4+","Entertainment"
0,2508,4.5,"4+","Games"
0,0,0,"4+","Games"
0,1984,3.5,"9+","Games"
0,1019,4.5,"4+","Finance"
2.99,153,4,"12+","Games"
0,7075,4.5,"4+","Games"
4.99,110,4,"4+","Productivity"
0,0,0,"9+","Games"
0,0,0,"17+","Games"
4.99,1334,4,"4+","Games"
3.99,978,4.5,"12+","Games"
0,9289,4.5,"17+","Games"
0,1,4,"12+","Games"
0,8394,4.5,"12+","Games"
0,1203,4.5,"9+","Games"
0,134,2.5,"4+","Photo & Video"
2.99,28,3.5,"4+","Education"
0,247809,4.5,"4+","Entertainment"
0,11060,4.5,"4+","Games"
0.99,0,0,"12+","Social Networking"
0,0,0,"17+","Lifestyle"
0.99,374,4.5,"12+","Games"
0,429,4,"4+","Games"
4.99,58,4,"12+","Games"
0,29886,4.5,"12+","Games"
0,66004,4.5,"4+","Games"
0,7749,4.5,"4+","Games"
0,138,3.5,"12+","Utilities"
0.99,256,4,"9+","Games"
0.99,763,4.5,"12+","Games"
0.99,1079,3.5,"9+","Games"
0,23298,4.5,"4+","Games"
0.99,958,4.5,"9+","Games"
0.99,806,4.5,"12+","Games"
0,0,0,"4+","Social Networking"
1.99,26,4.5,"17+","Games"
0,355,3,"4+","Music"
0,63,4,"12+","Games"
1.99,138,2.5,"4+","Utilities"
0,304,4.5,"9+","Games"
3.99,207,5,"4+","Book"
1.99,82,4.5,"4+","Book"
0,1546,4.5,"4+","Games"
0,275,4.5,"9+","Education"
0,0,0,"4+","Games"
0,0,0,"4+","Games"
0,1,5,"9+","Entertainment"
0,1252,4.5,"4+","Games"
0,453,4,"4+","Games"
0,6479,4.5,"12+","Games"
0,0,0,"4+","Health & Fitness"
0.99,12,5,"4+","Games"
0,367,3,"4+","Entertainment"
0,1506,3.5,"4+","Finance"
1.99,105,4.5,"4+","Music"
1.99,309,4,"4+","Games"
0,7907,4.5,"4+","Business"
0,5753,4,"4+","Games"
0,1324,4.5,"12+","Games"
2.99,114,4.5,"4+","Entertainment"
4.99,3742,4,"9+","Games"
0,0,0,"17+","Games"
0,7,4.5,"4+","Games"
0,10278,4.5,"4+","Games"
0,1465,4.5,"12+","Games"
0,0,0,"4+","Finance"
0,1,5,"4+","Photo & Video"
2.99,648,4.5,"4+","Games"
0,346,4,"17+","Entertainment"
0,263,4,"4+","Games"
4.99,225,4,"9+","Games"
0,854,5,"17+","Games"
0,4260,3.5,"4+","Games"
0,252,5,"4+","Photo & Video"
4.99,1249,4.5,"4+","Photo & Video"
2.99,37,4,"4+","Education"
2.99,5,4.5,"4+","Education"
0,199,4,"4+","Games"
0,0,0,"4+","Games"
0,5805,4.5,"4+","Games"
0.99,118,4,"9+","Games"
1.99,19,3.5,"12+","Games"
0,2436,4.5,"4+","Photo & Video"
9.99,15,2.5,"4+","Reference"
0.99,0,0,"12+","News"
1.99,22,2.5,"4+","Education"
1.99,142,3,"4+","Education"
11.99,0,0,"4+","Education"
9.99,0,0,"12+","Games"
0,2,3.5,"4+","Games"
0.99,20,4,"4+","Games"
2.99,0,0,"4+","Games"
0,1460,4.5,"4+","Games"
0,795,4,"4+","Games"
0,891,4.5,"4+","Productivity"
0,17489,5,"4+","Lifestyle"
3.99,49,4.5,"4+","Book"
2.99,44,3.5,"4+","Education"
1.99,816,4.5,"4+","Games"
0,58738,4.5,"12+","Games"
0,455,4,"9+","Games"
0,1655,4,"4+","Finance"
0,285,4.5,"12+","Games"
0,0,0,"4+","Games"
0,0,0,"4+","Games"
0,0,0,"9+","Games"
4.99,1752,4,"9+","Games"
3.99,47,2.5,"4+","Book"
0,7109,3.5,"17+","Music"
0,41036,4.5,"4+","Games"
0,1296,4,"9+","Games"
0,52,4,"4+","Games"
3.99,58,4,"12+","Games"
0,485,5,"9+","Lifestyle"
0.99,1112,4,"9+","Games"
7.99,1,5,"4+","Reference"
0,655,4.5,"4+","Shopping"
9.99,2213,4,"17+","Social Networking"
6.99,9,4.5,"9+","Games"
2.99,4,3,"9+","Games"
0.99,73,4,"4+","Entertainment"
3.99,110,4,"4+","Games"
0,1,5,"9+","Games"
0,1002,4.5,"9+","Games"
0,2541,4.5,"4+","Games"
1.99,83,4.5,"4+","Photo & Video"
2.99,4006,4.5,"4+","Photo & Video"
2.99,11,4,"4+","Games"
3.99,625,5,"12+","Health & Fitness"
2.99,128,4,"4+","Utilities"
0,2925,4.5,"4+","Education"
0,937,3.5,"4+","Entertainment"
0,293,4.5,"9+","Games"
0.99,259,4,"9+","Games"
6.99,75,3.5,"9+","Games"
0,0,0,"17+","Games"
0,53162,4.5,"9+","Games"
0,21472,4.5,"4+","Games"
0,101,2.5,"4+","Sports"
0,29,4,"17+","Medical"
0,7681,4.5,"9+","Games"
3.99,423,5,"12+","Games"
4.99,1385,4.5,"12+","Games"
0,0,0,"4+","Catalogs"
0,0,0,"4+","Weather"
3.99,36,3.5,"12+","Games"
1.99,391,4.5,"9+","Games"
1.99,0,0,"4+","Games"
0,15797,4.5,"4+","Entertainment"
0,94,4.5,"9+","Games"
0,190,4.5,"4+","Games"
5.99,884,4.5,"9+","Games"
0,21,5,"12+","Photo & Video"
1.99,16,4.5,"4+","Games"
1.99,43,4.5,"4+","Games"
0.99,129,3,"4+","Games"
2.99,0,0,"4+","Utilities"
1.99,79,4.5,"9+","Games"
0,16,4,"4+","Games"
15.99,1421,4,"12+","Games"
1.99,75,4,"4+","Games"
1.99,56,5,"9+","Games"
0,1482,2,"12+","Travel"
0.99,12,5,"9+","Games"
0,2,5,"4+","Games"
0,141,4,"4+","Games"
0,833,4.5,"9+","Games"
2.99,124,4,"4+","Games"
0.99,15,4.5,"12+","Social Networking"
6.99,52,3,"9+","Games"
6.99,66,4,"9+","Games"
9.99,2,1,"4+","Sports"
0,62,3,"4+","Games"
0,99,4.5,"12+","Games"
7.99,69,4,"4+","Productivity"
0,1115,4,"4+","Photo & Video"
0.99,301,5,"9+","Games"
0,1768,4.5,"17+","Games"
6.99,0,0,"4+","Education"
0,360,4,"4+","Games"
0,4142,4.5,"9+","Games"
0,0,0,"4+","Games"
0,261,4.5,"4+","Games"
0,0,0,"9+","Games"
1.99,0,0,"4+","Food & Drink"
6.99,19,4,"9+","Games"
6.99,6,3,"9+","Games"
2.99,2,2.5,"9+","Games"
2.99,27,4,"4+","Education"
2.99,5478,4.5,"12+","Games"
0,1179,4.5,"9+","Games"
0,0,0,"12+","Entertainment"
0,3,4.5,"4+","Games"
2.99,46,4,"4+","Education"
2.99,7,3,"4+","Education"
2.99,55,3.5,"4+","Education"
0,176,5,"12+","Games"
0.99,24,3.5,"12+","Games"
3.99,85,4.5,"4+","Games"
0,36,4.5,"12+","Games"
0,26,4.5,"17+","Games"
1.99,0,0,"4+","Education"
0,4179,4.5,"9+","Games"
0,0,0,"17+","News"
3.99,245,4.5,"4+","Games"
2.99,0,0,"17+","Photo & Video"
0,2491,5,"4+","Games"
1.99,151,4.5,"4+","Games"
3.99,71,4.5,"4+","Games"
0,285,4,"4+","Games"
0,526,4,"9+","Games"
3.99,0,0,"4+","Education"
0,47829,4.5,"9+","Book"
0,0,0,"4+","Games"
4.99,480,4,"12+","Games"
0,723,4.5,"4+","Games"
0,694,3,"12+","Games"
1.99,67,4,"12+","Games"
0.99,58,2.5,"4+","Photo & Video"
0,3105,2,"12+","Entertainment"
0,37,4,"4+","Entertainment"
0,3111,2.5,"12+","Entertainment"
0.99,184,4.5,"4+","Games"
0,19,4,"4+","Health & Fitness"
0,0,0,"12+","Navigation"
0,3682,5,"4+","Health & Fitness"
0,14,3,"12+","Finance"
0,13674,5,"4+","Productivity"
0,55,4.5,"4+","Games"
2.99,186,4,"4+","Education"
0,0,0,"17+","Entertainment"
0,0,0,"12+","Finance"
0,1,5,"12+","Photo & Video"
0,0,0,"12+","Games"
0,0,0,"17+","Lifestyle"
0,0,0,"17+","Games"
0,2572,4.5,"4+","Games"
2.99,67,4.5,"9+","Games"
0,1193,4.5,"4+","Games"
0,3046,4.5,"12+","Games"
0,813,2.5,"4+","Lifestyle"
0,0,0,"4+","Food & Drink"
0,31180,4.5,"4+","Entertainment"
2.99,92,3.5,"4+","Education"
0,55077,4.5,"4+","Games"
3.99,0,0,"4+","Education"
0,1478,4.5,"4+","Games"
1.99,70,4,"9+","Games"
1.99,753,4.5,"12+","Utilities"
0,13637,4.5,"12+","Games"
0.99,20,3,"4+","Productivity"
0,633,4.5,"4+","Entertainment"
6.99,248,4.5,"9+","Games"
6.99,78,3.5,"9+","Games"
2.99,10,2.5,"9+","Games"
3.99,113,4,"9+","Games"
4.99,10828,5,"12+","Games"
0.99,0,0,"4+","Photo & Video"
0,0,0,"4+","Games"
0,0,0,"17+","Games"
0.99,914,4.5,"9+","Games"
0,1863,4,"4+","Games"
0,447,4.5,"4+","Games"
0,981,4.5,"9+","Entertainment"
0,1602,4,"4+","Games"
4.99,78,4.5,"12+","Games"
2.99,460,3.5,"12+","Games"
1.99,157,4,"4+","Games"
2.99,770,3,"4+","Games"
0,4387,4.5,"17+","Games"
3.99,48,3,"4+","Entertainment"
0,366,4,"17+","Social Networking"
0,4253,4,"4+","Social Networking"
3.99,78,4,"4+","Entertainment"
0.99,5778,4.5,"4+","Games"
0,1468,4.5,"4+","Games"
3.99,0,0,"17+","Games"
1.99,28,5,"4+","Utilities"
1.99,556,4.5,"4+","Games"
0,13241,4.5,"12+","Games"
0,125,3,"4+","Entertainment"
4.99,1350,4,"9+","Games"
0,84062,5,"4+","Book"
2.99,35,4,"4+","Productivity"
0.99,11,4.5,"4+","Productivity"
0,1906,4.5,"17+","Games"
2.99,316,4,"4+","Education"
0,0,0,"17+","Social Networking"
0,7511,4.5,"4+","Games"
2.99,9,3.5,"9+","Games"
6.99,72,4.5,"9+","Games"
0,125,4.5,"4+","Entertainment"
0.99,429,4.5,"4+","Games"
2.99,47,4.5,"9+","Games"
0,1692,4.5,"9+","Games"
0,0,0,"4+","Games"
0,2129,4.5,"12+","Games"
0,1133,4.5,"4+","Games"
0.99,55,4,"4+","Weather"
0.99,0,0,"17+","Finance"
0,0,0,"9+","Games"
3.99,875,4,"4+","Games"
0,1,3,"17+","Games"
0,38,4.5,"4+","Games"
0,1776,4.5,"12+","Games"
0,12,4.5,"4+","Games"
0,0,0,"17+","Games"
0,21012,4.5,"17+","Entertainment"
0,141,4,"4+","Games"
0,55011,4.5,"12+","Games"
0,297,4,"9+","Productivity"
0,9768,4.5,"4+","Games"
0,496,4,"12+","Games"
2.99,68,4.5,"9+","Games"
0,0,0,"4+","Games"
2.99,1679,5,"9+","Games"
3.99,2503,4.5,"9+","Games"
0,4385,4.5,"4+","Entertainment"
0,41,4,"4+","Games"
0,6313,4.5,"4+","Games"
0,4375,4.5,"4+","Games"
0,0,0,"17+","Social Networking"
2.99,155,5,"4+","Games"
0,229,4,"4+","Games"
0,0,0,"4+","Games"
4.99,34,5,"9+","Games"
