"track_name","size_bytes","price","rating_count_tot","rating_count_ver","user_rating","user_rating_ver","cont_rating","prime_genre","sup_devices.num","ipadSc_urls.num","lang.num"
"大江戸ぶらり",45785088,4.99,0,0,0,0,"4+","Navigation",40,5,2
"Hockey Stars",76464128,0,1619,212,4.5,4,"4+","Games",40,5,6
"Cookie Clickers 2",63004672,0,2912,203,5,4.5,"4+","Games",38,5,8
"Discord - Chat for Gamers",26890240,0,9152,0,4.5,0,"4+","Social Networking",37,5,1
"One More Dash",109096960,0,1142,879,4.5,4.5,"4+","Games",38,5,1
"Tamagotchi Classic - The Original Tamagotchi Game",47908864,0.99,165,19,3,3,"4+","Games",37,5,1
"Dr. Panda Space",250955776,2.99,75,7,4.5,4.5,"4+","Education",40,5,16
"Gun Master 3: Zombie Slayer",220948480,0,604,527,4.5,4.5,"17+","Games",38,5,1
"Face Swap App- Funny Face Changer Photo Effects",16275456,0,11977,92,4.5,4,"4+","Photo & Video",37,5,1
"Hot Shot Slots Games – Vegas Casino Slot Machines",179004416,0,20064,690,4.5,4.5,"12+","Games",38,5,1
"letgo: Buy & Sell Second Hand Stuff",109915136,0,38424,1022,4.5,4.5,"12+","Shopping",37,4,16
"WarnWetter",51410944,0,0,0,0,0,"4+","Weather",37,5,1
"Ab & Core Sworkit - Free Workout Trainer",59845632,0,2901,744,5,5,"4+","Health & Fitness",37,5,12
"弹弹堂S- 巴萨传奇助阵 弹弹堂手游官方版",146187264,0,6,0,4.5,0,"12+","Games",40,5,1
"网娱大师-网吧娱乐大师",72523776,0,0,0,0,0,"17+","Lifestyle",38,0,2
"AmpMe - A Portable Social Party Music Speaker",69876736,0,1047,2,4,4,"12+","Music",37,4,9
"VR SNIPER",89478144,0,30,18,2.5,2.5,"12+","Games",37,3,1
"Yiannimize Racing",46248960,0.99,2,2,3,3,"4+","Games",37,0,1
"COOKING MAMA Let's Cook！",178185216,0,3594,14,4,4,"4+","Games",38,5,22
"DANDY DUNGEON Legend of Brave Yamada",247331840,0,1204,46,5,4.5,"9+","Games",38,5,2
"Wolf Craft",157003776,0.99,206,206,4.5,4.5,"9+","Games",40,5,1
"培训题库",51246080,1.99,0,0,0,0,"4+","Education",37,5,0
"Mondly: Learn 33 Languages: Spanish English French",77725696,0,1395,229,4.5,4.5,"4+","Education",38,5,1
"Google Cardboard",127627264,0,546,137,4,3.5,"4+","Entertainment",37,0,33
"Polarr Photo Editor - Photo Editing Tools for All",57919488,0,2246,224,4.5,4.5,"4+","Photo & Video",37,5,17
"Refreshing ! Brain training fit",62258176,0,0,0,0,0,"4+","Games",38,5,6
"全民德州扑克-天天尽享拉斯维加斯之夜",65105920,0,0,0,0,0,"12+","Games",40,5,1
"脳トレクロスワード -解けばIQがあがる!?無料パズルゲーム-",30003200,0,0,0,0,0,"4+","Games",37,0,2
"Toca Life: City",332123136,2.99,3571,1395,4.5,4.5,"4+","Education",39,5,18
"小牛在线-理财投资神器",33019904,0,0,0,0,0,"17+","Finance",38,0,2
"Hugo Flower Flush",242545664,0,41,0,4,0,"4+","Games",38,5,15
"Death Run : Mini Game With Worldwide Multiplayer",121913344,0.99,721,273,4,4.5,"9+","Games",43,4,1
"花椒直播-高清美颜直播互动平台",174611456,0,19,0,3,0,"17+","Social Networking",37,0,4
"Smooth Operator!",598734848,0.99,8,0,4,0,"9+","Games",37,5,8
"Arrow",128421888,0,14673,7369,4.5,4.5,"4+","Games",40,4,1
"Twin Shooter - Invaders",147472384,0,572,74,4.5,4,"4+","Games",40,5,10
"モン娘は～れむ【モンはれ】",140779520,0,5,0,4,0,"17+","Games",38,5,0
"屠龙杀",241339392,0,0,0,0,0,"12+","Games",40,5,1
"TownWiFi - WiFi Everywhere",112883712,0,0,0,0,0,"4+","Utilities",37,5,5
"Nono Islands",135064576,0,3180,28,4.5,4.5,"9+","Games",38,5,14
"Six Flags",88558592,0,353,18,3.5,4,"4+","Travel",37,0,3
"サッカーカーニバル",101990400,0,0,0,0,0,"4+","Games",38,0,1
"Sling Kong",189335552,0,4638,133,4.5,4.5,"9+","Games",37,5,18
"龙珠直播-高清游戏娱乐直播平台",70821888,0,0,0,0,0,"17+","Entertainment",38,0,1
"Forevolution",77255680,3.99,0,0,0,0,"4+","Games",38,5,2
"Sky Gamblers Air Supremacy",1654782976,2.99,1010,272,4,4.5,"12+","Games",38,5,10
"Timepage – Calendar by Moleskine",87201792,4.99,1085,7,4,4,"4+","Productivity",37,0,7
"Good Morning Alarm Clock - Sleep Cycle Tracker",59503616,3.99,1014,279,4.5,4.5,"4+","Health & Fitness",37,5,11
"iMaschine 2",508655616,9.99,454,63,4,3.5,"4+","Music",37,5,1
"System Status : memory, CPU, network, battery data",2515968,1.99,0,0,0,0,"4+","Productivity",38,5,13
"iPlum Business Phone Number for Calling & Texting",39709696,0,392,23,4.5,4.5,"4+","Business",38,4,22
"AirTycoon 4",247309312,2.99,114,0,4,0,"4+","Games",40,5,7
"Firefox web browser",91155456,0,2619,26,3.5,3.5,"17+","Utilities",37,5,50
"Insidious VR",260640768,0,121,121,3.5,3.5,"12+","Entertainment",37,0,1
"Duck Life: Retro Pack",332144640,1.99,77,66,4.5,4.5,"4+","Games",37,1,1
"Builder Buddies: 3D City Building Simulator",10946560,0,7197,296,4,4.5,"9+","Games",38,5,1
"The Paranormal Society™: Hidden Adventure",659142656,0,3000,203,4,4,"9+","Games",24,5,11
"Formulas - Photo Lab Effects and Custom Frames",274699264,1.99,99,39,4.5,4,"4+","Photo & Video",37,5,13
"ZAGA",307658752,0,444,167,4.5,4.5,"4+","Games",40,4,1
"Relook",56421376,3.99,198,50,4.5,4.5,"4+","Photo & Video",37,5,10
"Horizon Chase - World Tour",587313152,0,3375,672,4.5,4,"4+","Games",38,5,1
"Candid - Speak Your Mind Freely",47065088,0,398,0,3.5,0,"17+","Social Networking",37,0,1
"Fallout Shelter",1172922368,0,199396,1131,4.5,4.5,"12+","Games",38,5,5
"Election Center 2016",44598272,0,37,1,2,2,"4+","News",37,5,1
"Moments - private albums with friends and family",204382208,0,11955,0,4.5,0,"4+","Photo & Video",37,0,33
"Lifeline 2",81724416,1.99,1364,843,4.5,4.5,"9+","Games",37,5,1
"Down To Lunch",35410944,0,2535,9,4,3.5,"12+","Social Networking",37,0,1
"INKHUNTER try tattoo designs in augmented reality",68191232,0,809,35,4.5,4.5,"4+","Entertainment",37,4,1
"Blyss",163149824,0.99,288,11,4,4.5,"4+","Games",40,5,1
"Snapshot Cam - Draw on Pictures & Add Text to Photos",109117440,2.99,14,1,5,5,"4+","Photo & Video",37,5,31
"Snoopy Emoji",29364224,1.99,23,7,1.5,1,"4+","Utilities",37,0,1
"Boyfriend Plus - Brett Jeff and Kai",34203648,0,126,7,4,4,"17+","Games",37,4,6
"PAUSE - Relaxation at your fingertip",77151232,1.99,180,1,3.5,5,"4+","Health & Fitness",40,4,1
"Easy Music - Give kids an ear for music",247308288,3.99,43,16,4.5,4,"4+","Education",37,5,1
"SOMA Messenger",92802048,0,3232,3,4.5,3.5,"4+","Social Networking",40,0,33
"Analog Wedding",18767872,0.99,8,6,4,3.5,"4+","Photo & Video",43,5,5
"Farming Simulator 16",185572352,4.99,2637,1127,4.5,4.5,"4+","Games",37,5,10
"Total War Battles: KINGDOM",630600704,0,3092,770,4,4.5,"12+","Games",37,5,1
"Football Chairman Pro",29378560,3.99,37,12,4.5,4.5,"4+","Games",40,5,1
"Fit The Fat 2",169729024,0,8557,1040,4.5,4.5,"4+","Games",37,5,1
"Face Paint Party - Kids Coloring Fun",89993216,0,38,38,4,4,"4+","Games",40,5,11
"Patternator Pattern Maker Backgrounds & Wallpapers",47943680,0,2092,625,5,5,"4+","Photo & Video",37,5,12
"Atlantic Fleet",220282880,9.99,271,107,4.5,4.5,"12+","Games",38,5,1
"Spinny Circle",16656384,0,20812,213,4.5,4,"4+","Games",38,2,1
"Rick and Morty: Pocket Mortys",955524096,0,12124,961,4.5,4.5,"17+","Games",37,5,10
"Down The Mountain",252966912,0,3491,25,4.5,4.5,"9+","Games",40,5,1
"记账·圈子账本(专业版)—可共享的全能记帐本软件",77918208,0.99,12,0,4.5,0,"4+","Finance",37,5,2
"百度钱包-金融信贷和理财投资优选",43722752,0,5,0,2.5,0,"17+","Lifestyle",38,0,1
"Fast Motorcycle Driver",150142976,0,2224,2211,4.5,4.5,"4+","Games",40,3,1
"Abby Lee Dance Secrets",51111936,4.99,808,17,4,2.5,"4+","Entertainment",37,0,1
"EWallpaper",10727424,3.99,42,42,1,1,"4+","Entertainment",38,0,1
"Puppy Love - My Dream Pet",269402112,0,1689,140,4.5,4.5,"4+","Games",38,5,11
"小咖秀-全民视频才艺直播社区",101220352,0,66,1,5,5,"12+","Entertainment",37,5,3
"懸賞パズルパクロス２",187141120,0,0,0,0,0,"17+","Games",40,5,0
"Airmail - Your Mail With You",170175488,4.99,1575,15,3.5,4,"4+","Productivity",37,5,27
"Hop Rush",11702272,0,9,9,1,1,"4+","Games",40,2,1
"League of War: Mercenaries",164357120,0,2523,0,4.5,0,"12+","Games",38,5,1
"V for Wikipedia",31600640,4.99,134,1,4.5,1,"17+","Reference",37,5,2
"2Face Fitpack - Dein Trainingsprogramm mit persönlichem Ernährungsplan, Kalorienrechner und Trainingsplan",34414592,0,0,0,0,0,"4+","Health & Fitness",43,0,16
"Egg, Inc.",53579776,0,79074,8442,5,5,"4+","Games",38,4,1
"Swaggy Ninja",31567872,0,1210,119,4.5,4,"4+","Games",40,5,1
"CatHotel - Care for cute cats",230216704,0,1425,136,4.5,4.5,"4+","Games",38,5,12
"伙星 - 随手拍出明星一样的MV",118812672,0,0,0,0,0,"12+","Photo & Video",37,0,3
"ディグラム恋愛診断",12320768,0,0,0,0,0,"4+","Lifestyle",38,5,1
"Rawr Messenger - Dab your chat",130276352,0,180,28,4,3.5,"12+","Social Networking",37,0,1
"Curious World: Games, Videos, Books for Children",186588160,0,604,9,3.5,3.5,"4+","Education",37,5,1
"Champs Sports",63553536,0,330,5,3.5,1,"4+","Lifestyle",37,0,1
"Sago Mini Babies",105742336,2.99,70,22,4,4,"4+","Education",38,5,1
"Sago Mini Superhero",179484672,2.99,30,17,3.5,3,"4+","Education",38,5,1
"Infinite Tanks",1920265216,4.99,262,92,4,4,"9+","Games",37,5,10
"Word Trek  - WordTrek Brain game & Word puzzles",47884288,0,3774,63,4.5,4.5,"4+","Games",38,4,1
"Triller - Music Video & Film Maker",87287808,0,25683,186,5,4.5,"12+","Photo & Video",37,5,1
"Free Fur All – We Bare Bears Minigame Collection",362530816,0,1449,468,4.5,4.5,"4+","Games",38,4,10
"Pinchworm",100635648,0,2288,74,5,5,"4+","Games",37,5,11
"Signily Keyboard - Sign Language Emoji and GIFs!",89902080,0.99,71,8,4.5,2.5,"17+","Utilities",37,5,1
"U by BB&T",74385408,0,790,13,2,3.5,"4+","Finance",38,5,1
"skyticket - Reserve Best Valued Air Tickets",8294400,0,0,0,0,0,"4+","Travel",37,4,34
"Upperland",126574592,0,201,101,4,4,"9+","Games",38,5,24
"Agar.io",63954944,0,176514,1310,4.5,4,"9+","Games",38,5,1
"Aralon: Forge and Flame",1379309568,4.99,192,14,3.5,3.5,"12+","Games",37,4,1
"SHOWTIME",25903104,0,1214,20,2.5,2,"17+","Entertainment",37,5,1
"EvilBane: Rise of Ravens",180629504,0,1428,15,4.5,4,"9+","Games",38,5,14
"Pharaoh's Party: Coin Pusher",227435520,0,191,74,4.5,4.5,"12+","Games",40,5,1
"Puzzle Strike",410278912,3.99,21,10,3.5,3,"4+","Games",38,5,1
"球球大作战",124596224,0,111,3,4,4.5,"4+","Games",38,5,1
"Cops N Robbers (Jail Break 2) - Survival Mini Game",226083840,0,1559,126,4,4,"9+","Games",40,5,1
"Money Multiplier",40488960,0,1,1,4,4,"4+","Games",40,4,2
"天天快报 - 最热门的新闻资讯软件",96720896,0,15,0,3,0,"12+","News",37,0,1
"Eisenhorn: XENOS",3008276480,5.99,100,13,3.5,3.5,"12+","Games",25,5,1
"KING OF KARTS: Single- & Multiplayer Battles.",481390592,2.99,9,1,3.5,5,"4+","Games",38,5,16
"Popcorn Buzz - Free Group Calls",17457152,0,281,97,3.5,3.5,"4+","Social Networking",38,0,17
"InShot Video Editor Music, No Crop, Cut",55851008,0,12779,3366,5,5,"4+","Photo & Video",37,0,9
"My Uncrowded",171746304,0.99,224,6,3,2.5,"17+","Games",40,5,1
"PAC-MAN Championship Edition DX",126681088,4.99,517,175,4.5,4.5,"9+","Games",38,5,10
"Matchsticks ~ Free Puzzle Game with Matches",32492544,0,212,17,4.5,4.5,"4+","Games",37,4,15
"盗墓OL-精绝女王",339391488,0,0,0,0,0,"17+","Games",40,5,1
"Doc McStuffins Pet Vet",609991680,1.99,70,10,3,3,"4+","Entertainment",38,5,6
"Fishing Break",578273280,0,2088,44,4.5,4.5,"9+","Games",38,5,1
"Flipped Out – The Powerpuff Girls Match 3 Puzzle / Fighting Action Game",640870400,2.99,124,39,4.5,4,"9+","Games",38,5,9
"Equipd Bible",135132160,2.99,94,26,4.5,4,"4+","Productivity",38,5,20
"Private School Days",55376896,4.99,99,8,4,4,"17+","Games",40,5,16
"恋愛消滅ボタン ~ 無料 泣ける恋愛小説 放置ゲーム ~",23538688,0,0,0,0,0,"12+","Book",38,4,1
"Fetty Wap: Nitro Nation Stories",1027908608,0,2005,14,4.5,4.5,"4+","Games",37,4,1
"Scrubby Dubby Saga",112135168,0,3874,71,4.5,4,"4+","Games",38,5,11
"Chain: Collaborate On MyVideo Story/Group Video",95789056,0,35,0,4.5,0,"12+","Social Networking",37,0,1
"Face on Face",1736704,0.99,0,0,0,0,"4+","Entertainment",40,3,24
"Kick Hero",107540480,0,733,15,4.5,4.5,"9+","Games",38,5,1
"Path of War",88379392,0,377,8,4.5,5,"12+","Games",37,5,6
"Blink Health",38117376,0,1198,6,5,5,"17+","Medical",37,0,9
"Clouds & Sheep 2 Premium",299395072,3.99,1,1,4,4,"4+","Games",37,5,14
"Dawnbringer",799076352,0,238,51,3.5,4,"12+","Games",37,5,1
"Honest App: Shop baby & diaper products",121671680,0,3173,113,5,4.5,"4+","Shopping",37,0,1
"街机游戏厅 - 电玩游戏合集火爆改版",256049152,0.99,0,0,0,0,"12+","Games",43,5,1
"乐享动-有运动音乐推荐的计步器",104727552,0,0,0,0,0,"4+","Health & Fitness",37,0,3
"It Girl Story - Styling, Fashion & Celebrity Life",931567616,0,3537,848,4.5,4.5,"4+","Games",38,5,11
"Circle Boom",14546944,0,7,2,1.5,1,"4+","Games",40,2,1
"Donut vs Donut",85999616,0.99,16,16,4.5,4.5,"4+","Games",40,3,1
"KORG iDS-10",88055808,19.99,52,19,4,5,"4+","Music",37,5,2
"Swapperoo",24163328,1.99,361,55,4,4,"4+","Games",37,5,1
"【よく当たる】手相鑑定〜選べる鑑定ジャンル(人生運、仕事運、恋愛運)",55037952,0,3,3,3.5,3.5,"4+","Games",38,0,4
"Wonder Tactics",653022208,0,730,3,4.5,4.5,"12+","Games",37,5,12
"キスまでにしたい10のこと ~ 無料 胸きゅん恋愛小説 放置げーむ ~",51475456,0,0,0,0,0,"12+","Book",38,5,1
"闇金クリッカー",41996288,0,0,0,0,0,"4+","Games",40,3,1
"Special Air Wing - Flight Simulator",250717184,2.99,138,33,4,3.5,"9+","Games",38,5,1
"King Tongue",422011904,1.99,255,63,4.5,4.5,"9+","Games",40,5,1
"Butt Sworkit - Free Workout Trainer to tone & lift",58649600,0,960,130,5,5,"4+","Health & Fitness",37,5,12
"Rapala Fishing - Daily Catch",201266176,0,1666,11,4.5,4,"4+","Games",37,5,1
"Recontact: Istanbul",289065984,0.99,14,2,3.5,5,"4+","Games",38,0,31
"Plants vs. Zombies™ Heroes",153967616,0,16305,1327,4.5,4.5,"9+","Games",37,4,10
"Dr. Panda's Carnival",245165056,2.99,49,15,3.5,4.5,"4+","Education",40,5,17
"腾讯WiFi管家-手机安全免费WiFi",32029696,0,8,0,4,0,"4+","Utilities",40,0,1
"Find–the–Line",458349568,2.99,181,1,4.5,5,"4+","Games",40,5,1
"Moto x3m",57729024,0.99,53,43,4.5,4.5,"9+","Games",43,5,16
"PAC-MAN Bounce - Puzzle Adventure",359372800,0,392,111,4,4,"4+","Games",43,5,1
"The Everything Machine by Tinybop",226968576,2.99,141,34,4,4,"4+","Education",38,5,58
"The Earth by Tinybop",491725824,2.99,173,9,4,3.5,"4+","Education",38,5,58
"Oddworld: Munch's Oddysee",712294400,2.99,200,103,4.5,4.5,"12+","Games",38,5,1
"Star Trek Timelines",161198080,0,4721,156,4,4,"12+","Games",37,5,1
"Minecraft: Story Mode",1089228800,0,20621,6745,4,4.5,"9+","Games",38,4,1
"Thumb Drift - Furious One Touch Car Racing",184078336,0,6051,173,4.5,4.5,"4+","Games",37,5,12
"Picolo drinking game",35566592,0,227,6,5,5,"17+","Entertainment",37,5,6
"Deliveroo: Restaurant Delivery - Order Food Nearby",62734336,0,1702,580,4.5,5,"12+","Food & Drink",37,0,9
"Craft The World - Episodes Edition",222253056,0.99,4,4,5,5,"9+","Games",43,5,9
"Abzorb",57837568,2.99,76,4,3.5,3,"4+","Games",37,4,1
"Hit the Button Math",13328384,2.99,1,1,5,5,"4+","Education",43,4,1
"Supermarket Girl - Shopping Fun!",91478016,0,1354,153,4.5,4.5,"4+","Games",38,5,11
"Super Stickman Golf 3",132153344,0,1593,56,4.5,4,"4+","Games",37,5,11
"Pixel Dungeon",48006144,2.99,152,80,4.5,4,"9+","Games",40,2,1
"Ookujira - Giant Whale Rampage",47969280,0,878,37,4.5,4.5,"9+","Games",37,5,13
"霸王英雄传（吕布一统天下，演义三国群英杰传奇）",223020032,0,0,0,0,0,"4+","Games",38,5,1
"PAC-MAN 256 - Endless Arcade Maze",145424384,0,23015,1730,4.5,4.5,"4+","Games",38,5,11
"Little Farmers - Tractors and Harvesters for Kids",286941184,1.99,29,4,3,3.5,"4+","Education",38,5,18
"转转-更专业的二手闲置交易平台",78624768,0,23,1,2.5,1,"4+","Shopping",38,0,1
"S, - Puzzle Game With Create Level Feature",28254208,0,0,0,0,0,"4+","Games",38,4,4
"Project Color™ by The Home Depot",47817728,0,490,19,2.5,2,"4+","Lifestyle",37,2,1
"Please, Don't Touch Anything",57004032,4.99,379,239,4,3.5,"9+","Games",43,4,1
"Trivia Crack Kingdoms",237295616,0,3250,25,4,4,"4+","Games",37,5,21
"Proton Pulse for Google Cardboard",194486272,2.99,32,32,4.5,4.5,"4+","Games",37,0,1
"Baseball Highlights 2045",135406592,3.99,278,32,4.5,5,"4+","Games",40,5,1
"BLEACH Brave Souls",181778432,0,4815,27,4.5,4.5,"12+","Games",38,4,3
"Fancy Makeup Shop - Brush & Blush",106096640,0,425,12,4,4.5,"4+","Games",38,5,11
"Bridge Rider",99517440,0,25,12,4,3,"4+","Games",38,5,1
"Double Juggle",102620160,0,1105,149,4.5,4,"4+","Games",38,4,1
"Ellipsis - Touch. Explore. Survive.",144324608,4.99,23,1,4.5,1,"4+","Games",38,5,32
"Auto Warriors - Tactical Car Combat",1107044352,0,352,35,4,4,"12+","Games",25,5,1
"Animal Jam - Play Wild!",620323840,0,26990,189,4.5,4.5,"9+","Games",38,5,5
"Ultimate Wolf Simulator",138526720,0.99,2737,1989,4.5,4.5,"9+","Games",40,5,1
"VPN Express",10645504,0,14,1,4.5,5,"4+","Reference",37,2,2
"TexMoji",11371520,1.99,628,33,2,1.5,"4+","Utilities",37,0,1
"The Cat in the Hat - Read & Learn - Dr. Seuss",48586752,3.99,43,27,4.5,4.5,"4+","Book",37,5,1
"Brain Dots - Draw and solve! Brain Training Game",53430272,0,5469,2053,4.5,4.5,"4+","Games",38,5,1
"Olympus Rising",126610432,0,7072,150,4.5,4.5,"12+","Games",37,5,10
"Mikey Jumps",46831616,0,148,8,4,4,"4+","Games",37,5,14
"Sky Viper Video Viewer",232875008,0,105,13,3,2,"4+","Entertainment",37,1,1
"お小遣いアプリ。ポイントをレシートで貯めよう　／　レシポ！",16020480,0,0,0,0,0,"4+","Catalogs",37,5,1
"一起作业学生端-中小学霸口袋学习辅导助手",63421440,0,91,2,4,5,"4+","Education",38,5,2
"The 7 Second Challenge",40531968,1.99,1838,532,5,5,"4+","Games",38,4,1
"Mon Espace - Pôle emploi",111504384,0,11,0,5,0,"4+","Business",37,5,1
"DragonBox Numbers",347035648,7.99,26,0,5,0,"4+","Education",38,5,8
"Army of Heroes",153125888,0,1235,113,4.5,4.5,"12+","Games",38,5,33
"Human Resource Machine",68730880,4.99,497,112,4.5,4.5,"9+","Games",37,5,16
"Oops You Died",338048000,0,54,17,4.5,4.5,"9+","Games",37,5,1
"FUT Wager",43257856,1.99,33,3,3.5,2.5,"17+","Sports",37,5,10
"Sleep Pulse 2 Motion - The Sleep Tracker for Watch",15470592,3.99,448,11,2,2,"4+","Health & Fitness",13,0,1
"Frozen Frenzy Mania: Challenging Match 3 Games",296790016,0,4104,143,4.5,4.5,"4+","Games",37,5,1
"Trick Pix - Magic & Prank Camera",17825792,1.99,13,13,3,3,"4+","Entertainment",37,0,1
"Glowing Snake King - Anaconda Diep War Battle Game",29124608,0,2554,508,4.5,4.5,"4+","Games",40,5,16
"The Battle of Polytopia",36184064,0,3757,206,4.5,4.5,"12+","Games",40,4,1
"Youtubers Life - Gaming Channel",910734336,8.99,451,46,4,4,"4+","Games",37,5,1
"Soda Dungeon",74728448,0,5717,557,4.5,5,"12+","Games",40,5,1
"奇幻射击2",238636032,0.99,0,0,0,0,"9+","Games",43,5,1
"Ice Queen Prom Salon: Princess Makeover Girls Game",73683968,1.99,11,1,3.5,1,"4+","Games",40,5,1
"Dear Diary - Interactive Story",74420224,0,8922,1196,4.5,4.5,"4+","Games",38,5,3
"Ear Age Diagnosis",5113856,0,0,0,0,0,"4+","Games",37,2,2
"Spellbinders",152692736,0,1245,256,4,4.5,"9+","Games",37,5,1
"BADLAND 2",124445696,3.99,898,89,4.5,4.5,"9+","Games",38,5,13
"LEGO® NEXO KNIGHTS™ : MERLOK 2.0",576817152,0,837,140,4,4,"9+","Games",37,5,22
"The Game - Play ... as long as you can!",52744192,2.99,41,9,4.5,4.5,"9+","Games",40,5,2
"Athletics 2: Summer Sports",243613696,1.99,333,329,4.5,4.5,"4+","Games",37,5,1
"Mix+Smash: Marvel Super Hero Mashers",484895744,0,1050,615,4.5,4.5,"4+","Entertainment",37,5,6
"VOEZ",299850752,0,2508,78,4.5,4.5,"4+","Games",38,5,1
"Toy Blocks Game for Brain Traning -TSUMIKI-",97424384,0,0,0,0,0,"4+","Games",37,2,5
"Fieldrunners Attack!",276512768,0,1984,13,3.5,5,"9+","Games",37,5,1
"Capital One CreditWise - Credit score and report",64735232,0,1019,79,4.5,5,"4+","Finance",37,0,1
"Lost Frontier",159918080,2.99,153,49,4,4,"12+","Games",40,5,1
"Hungry Babies Mania",207542272,0,7075,31,4.5,4,"4+","Games",38,5,1
"Whink - Note taking, Annotate & Record Lectures",76367872,4.99,110,0,4,0,"4+","Productivity",37,5,4
"暴打三国志-经典RPG角色扮演动作卡牌策略手游",134074368,0,0,0,0,0,"9+","Games",43,5,1
"多重人格彼女〜僕の彼女は世界で一番可愛くて、そして狂っている〜",82006016,0,0,0,0,0,"17+","Games",37,0,1
"RollerCoaster Tycoon® 3",701620224,4.99,1334,469,4,4,"4+","Games",25,4,6
"Shadow Bug",246233088,3.99,978,934,4.5,4.5,"12+","Games",38,5,11
"Bullet Force",501043200,0,9289,1037,4.5,4.5,"17+","Games",37,5,1
"脱出ゲーム　都市伝説〜杉沢村からの脱出〜",511979520,0,1,1,4,4,"12+","Games",38,0,1
"Futurama: Game of Drones",385683456,0,8394,414,4.5,4.5,"12+","Games",37,5,45
"Vault!",135558144,0,1203,123,4.5,4,"9+","Games",40,5,1
"FreeVRPlayer",7944192,0,134,37,2.5,3,"4+","Photo & Video",37,2,1
"Peppa Pig: Golden Boots",986284032,2.99,28,0,3.5,0,"4+","Education",37,5,3
"Colorfy: Coloring Book for Adults",124185600,0,247809,217,4.5,4.5,"4+","Entertainment",37,5,13
"Snapimals: Discover & Snap Amazing & Cute Animals!",221279232,0,11060,713,4.5,4.5,"4+","Games",37,5,1
"一言-记录字句，发现共鸣",32125952,0.99,0,0,0,0,"12+","Social Networking",38,0,2
"空格－更优秀的个人技能交易平台",46157824,0,0,0,0,0,"17+","Lifestyle",38,0,2
"Battlevoid: Harbinger",108232704,0.99,374,68,4.5,5,"12+","Games",38,5,1
"Stickman Football",47736832,0,429,0,4,0,"4+","Games",40,5,1
"Syberia 2 (FULL)",1563693056,4.99,58,58,4,4,"12+","Games",38,5,6
"World Chef: Restaurant & Cooking Game",136355840,0,29886,103,4.5,4.5,"12+","Games",38,5,12
"Dream League Soccer 2017",359676928,0,66004,6514,4.5,4.5,"4+","Games",37,5,12
"My Singing Monsters: Dawn of Fire",149613568,0,7749,336,4.5,4.5,"4+","Games",38,5,1
"GIPHY KEYS. The GIF Keyboard",51138560,0,138,14,3.5,2.5,"12+","Utilities",37,0,1
"Ultimate Shark Simulator",143093760,0.99,256,225,4,4,"9+","Games",40,5,1
"Ultimate Lion Simulator",149815296,0.99,763,763,4.5,4.5,"12+","Games",40,4,1
"Ultimate Dinosaur Simulator",153828352,0.99,1079,216,3.5,4,"9+","Games",40,5,1
"Design Home",173576192,0,23298,468,4.5,4,"4+","Games",38,5,1
"Ultimate Horse Simulator",153812992,0.99,958,757,4.5,4.5,"9+","Games",40,5,1
"Ultimate Dragon Simulator",157528064,0.99,806,806,4.5,4.5,"12+","Games",40,5,1
"BestieBox",48274432,0,0,0,0,0,"4+","Social Networking",37,0,5
"The Abandoned",254512128,1.99,26,7,4.5,5,"17+","Games",38,5,2
"NOISE",99423232,0,355,5,3,2,"4+","Music",25,5,0
"Splash Pop",291697664,0,63,0,4,0,"12+","Games",37,5,6
"WSwitch for Belkin WeMo",4703232,1.99,138,82,2.5,2,"4+","Utilities",37,5,1
"QB Hero",29577216,0,304,114,4.5,4.5,"9+","Games",37,5,1
"Green Eggs and Ham - Read & Learn - Dr. Seuss",46465024,3.99,207,149,5,5,"4+","Book",37,5,1
"Dr. Seuss's ABC - Read & Learn - Dr. Seuss",40559616,1.99,82,82,4.5,4.5,"4+","Book",37,5,1
"Disney Jigsaw Puzzles!",107602944,0,1546,99,4.5,4.5,"4+","Games",37,5,4
"Spanish SOLO: Learn Spanish With Lessons On The Go",75766784,0,275,0,4.5,0,"9+","Education",37,5,1
"9回裏だけ甲子園",31092736,0,0,0,0,0,"4+","Games",40,5,2
"ブラックバイトはじめました。俺の嫁に捧げるストーリー【放置】",49234944,0,0,0,0,0,"4+","Games",38,3,1
"激ムズ！ねこ階段",123645952,0,1,1,5,5,"9+","Entertainment",37,3,1
"Tap Quest : Gate Keeper",172115968,0,1252,29,4.5,4,"4+","Games",37,5,4
"Give It Up! 2",165923840,0,453,1,4,5,"4+","Games",37,5,8
"Would You Rather?",33028096,0,6479,2263,4.5,4.5,"12+","Games",40,5,2
"GYMONDO – Fitness Training für Zuhause",133136384,0,0,0,0,0,"4+","Health & Fitness",37,5,2
"【明星恋爱】偶像之路TIME TO STAR",201411584,0.99,12,0,5,0,"4+","Games",40,5,1
"AGT: America's Got Talent Official App on NBC",24906752,0,367,16,3,4.5,"4+","Entertainment",37,5,1
"Digit: Save Money Without Thinking About It",68513792,0,1506,287,3.5,3,"4+","Finance",37,0,1
"Precision Ukulele Tuner - with Chords & Metronome",49049600,1.99,105,52,4.5,5,"4+","Music",37,5,1
"Sputnik Eyes",65553408,1.99,309,303,4,4,"4+","Games",38,5,1
"Sideline - 2nd Phone Number",133328896,0,7907,47,4.5,5,"4+","Business",11,0,1
